episode,frameNumber,centerImage,LeftImage,rightImage,steer,throttle,forwardSpeed
00000,200,CameraRGB__00166,LeftRGB__00166,RightRGB__00166,-0.005034177098423243,0.0,0.24088236689567566
00000,202,CameraRGB__00168,LeftRGB__00168,RightRGB__00168,-0.004979783669114113,0.0,0.22114698588848114
00000,204,CameraRGB__00170,LeftRGB__00170,RightRGB__00170,-0.004935425240546465,0.0,0.20062851905822754
00000,206,CameraRGB__00172,LeftRGB__00172,RightRGB__00172,-0.004889811854809523,0.0,0.18153886497020721
00000,208,CameraRGB__00174,LeftRGB__00174,RightRGB__00174,-0.004851892590522766,0.0,0.16415071487426758
00000,210,CameraRGB__00176,LeftRGB__00176,RightRGB__00176,-0.004820591304451227,0.0,0.14839473366737366
00000,212,CameraRGB__00178,LeftRGB__00178,RightRGB__00178,-0.004787944722920656,0.0,0.134139746427536
00000,214,CameraRGB__00180,LeftRGB__00180,RightRGB__00180,-0.004759363830089569,0.0,0.12124836444854736
00000,216,CameraRGB__00182,LeftRGB__00182,RightRGB__00182,-0.0047545298002660275,0.0,-0.001168120768852532
00000,218,CameraRGB__00184,LeftRGB__00184,RightRGB__00184,-0.004755036439746618,0.0,-0.0010355468839406967
00000,220,CameraRGB__00186,LeftRGB__00186,RightRGB__00186,-0.0047549097798764706,0.0,-0.0005255832802504301
00000,222,CameraRGB__00188,LeftRGB__00188,RightRGB__00188,-0.004754961002618074,0.0,-0.0002695318835321814
00000,224,CameraRGB__00190,LeftRGB__00190,RightRGB__00190,-0.004754954017698765,0.0,-0.00012517407594714314
00000,226,CameraRGB__00192,LeftRGB__00192,RightRGB__00192,-0.004754948429763317,0.0,-6.692569149890915e-05
00000,228,CameraRGB__00194,LeftRGB__00194,RightRGB__00194,-0.004754943307489157,0.0,-2.7518224669620395e-05
00000,230,CameraRGB__00196,LeftRGB__00196,RightRGB__00196,-0.004754938185214996,0.0,-1.6953175872913562e-05
00000,232,CameraRGB__00198,LeftRGB__00198,RightRGB__00198,-0.004754938185214996,0.0,-9.091096217161976e-06
00000,234,CameraRGB__00200,LeftRGB__00200,RightRGB__00200,-0.004754936322569847,0.0,-3.675118705359637e-06
00000,236,CameraRGB__00202,LeftRGB__00202,RightRGB__00202,-0.004754936322569847,0.0,-3.3143060136353597e-06
00000,238,CameraRGB__00204,LeftRGB__00204,RightRGB__00204,-0.004754936322569847,0.0,-2.3144368697103346e-06
00000,240,CameraRGB__00206,LeftRGB__00206,RightRGB__00206,-0.004754936322569847,0.0,-1.8552613312294852e-07
00000,242,CameraRGB__00208,LeftRGB__00208,RightRGB__00208,-0.004754936322569847,0.0,2.133789166691713e-06
00000,244,CameraRGB__00210,LeftRGB__00210,RightRGB__00210,-0.004754936322569847,0.0,-2.5632203914938145e-07
00000,246,CameraRGB__00212,LeftRGB__00212,RightRGB__00212,-0.004754936322569847,0.0,-9.422607831766072e-07
00000,248,CameraRGB__00214,LeftRGB__00214,RightRGB__00214,-0.004754936322569847,0.0,-9.402179301787328e-08
00000,250,CameraRGB__00216,LeftRGB__00216,RightRGB__00216,-0.004754936322569847,0.0,-7.605967198287544e-07
00000,252,CameraRGB__00218,LeftRGB__00218,RightRGB__00218,-0.004754936322569847,0.0,-1.580708897108707e-07
00000,254,CameraRGB__00220,LeftRGB__00220,RightRGB__00220,-0.004754936322569847,0.0,-1.0652090622897958e-06
00000,256,CameraRGB__00222,LeftRGB__00222,RightRGB__00222,-0.004754936322569847,0.0,Not Available
00000,258,CameraRGB__00224,LeftRGB__00224,RightRGB__00224,-0.004754936322569847,0.0,-6.837633463874226e-07
00000,260,CameraRGB__00226,LeftRGB__00226,RightRGB__00226,-0.004754936322569847,0.0,-1.2985790363018168e-06
00000,262,CameraRGB__00228,LeftRGB__00228,RightRGB__00228,-0.004754936322569847,0.0,1.2212073841055826e-07
00000,264,CameraRGB__00230,LeftRGB__00230,RightRGB__00230,-0.004754936322569847,0.0,-7.968711202011036e-08
00000,266,CameraRGB__00232,LeftRGB__00232,RightRGB__00232,-0.004754936322569847,0.0,6.82347121028215e-08
00000,268,CameraRGB__00234,LeftRGB__00234,RightRGB__00234,-0.004754936322569847,0.0,1.7583261069376022e-07
00000,270,CameraRGB__00236,LeftRGB__00236,RightRGB__00236,-0.004754936322569847,0.0,4.348632387518592e-08
00000,272,CameraRGB__00238,LeftRGB__00238,RightRGB__00238,-0.004754936322569847,0.0,1.7545328034884733e-07
00000,274,CameraRGB__00240,LeftRGB__00240,RightRGB__00240,-0.004754936322569847,0.0,1.0286115781354965e-07
00000,276,CameraRGB__00242,LeftRGB__00242,RightRGB__00242,-0.004754936322569847,0.0,-1.521382699820606e-07
00000,278,CameraRGB__00244,LeftRGB__00244,RightRGB__00244,-0.004754936322569847,0.0,7.691854619906735e-08
00000,280,CameraRGB__00246,LeftRGB__00246,RightRGB__00246,-0.004754936322569847,0.0,-6.55929568438296e-08
00000,282,CameraRGB__00248,LeftRGB__00248,RightRGB__00248,-0.004754936322569847,0.0,-2.9522989279939793e-06
00000,284,CameraRGB__00250,LeftRGB__00250,RightRGB__00250,-0.004754936322569847,0.0,1.2921145753352903e-07
00000,286,CameraRGB__00252,LeftRGB__00252,RightRGB__00252,-0.004754936322569847,0.0,4.556510191378038e-08
00000,288,CameraRGB__00254,LeftRGB__00254,RightRGB__00254,-0.004754936322569847,0.75,1.1037973024485837e-07
00000,290,CameraRGB__00256,LeftRGB__00256,RightRGB__00256,-0.004840548150241375,0.75,0.13393916189670563
00000,292,CameraRGB__00258,LeftRGB__00258,RightRGB__00258,-0.005285061430186033,0.75,0.6430714130401611
00000,294,CameraRGB__00260,LeftRGB__00260,RightRGB__00260,-0.004890154581516981,0.75,1.374098777770996
00000,296,CameraRGB__00262,LeftRGB__00262,RightRGB__00262,-0.006175752729177475,0.75,2.0997154712677
00000,298,CameraRGB__00264,LeftRGB__00264,RightRGB__00264,-0.007400806061923504,0.75,2.7402541637420654
00000,300,CameraRGB__00266,LeftRGB__00266,RightRGB__00266,-0.008526870980858803,0.75,3.3498036861419678
00000,302,CameraRGB__00268,LeftRGB__00268,RightRGB__00268,-0.009833520278334618,0.3083375096321106,3.943225383758545
00000,304,CameraRGB__00270,LeftRGB__00270,RightRGB__00270,-0.013928722590208054,0.0,4.185123443603516
00000,306,CameraRGB__00272,LeftRGB__00272,RightRGB__00272,-0.014932041056454182,0.3295561373233795,3.9298970699310303
00000,308,CameraRGB__00274,LeftRGB__00274,RightRGB__00274,-0.020019076764583588,0.4538724422454834,3.8389482498168945
00000,310,CameraRGB__00276,LeftRGB__00276,RightRGB__00276,-0.025347935035824776,0.29402124881744385,3.953282117843628
00000,312,CameraRGB__00278,LeftRGB__00278,RightRGB__00278,-0.026079833507537842,0.2624416649341583,3.9764392375946045
00000,314,CameraRGB__00280,LeftRGB__00280,RightRGB__00280,-0.03261001780629158,0.3294879198074341,3.928100824356079
00000,316,CameraRGB__00282,LeftRGB__00282,RightRGB__00282,-0.039572425186634064,0.33458802103996277,3.924931287765503
00000,318,CameraRGB__00284,LeftRGB__00284,RightRGB__00284,-0.04096069931983948,0.306072473526001,3.945260524749756
00000,320,CameraRGB__00286,LeftRGB__00286,RightRGB__00286,-0.04963366687297821,0.30858078598976135,3.943727970123291
00000,322,CameraRGB__00288,LeftRGB__00288,RightRGB__00288,-0.058764420449733734,0.31985753774642944,3.9355974197387695
00000,324,CameraRGB__00290,LeftRGB__00290,RightRGB__00290,-0.06057926267385483,0.3168714940547943,3.937601327896118
00000,326,CameraRGB__00292,LeftRGB__00292,RightRGB__00292,-0.07227328419685364,0.3185674846172333,3.9396350383758545
00000,328,CameraRGB__00294,LeftRGB__00294,RightRGB__00294,-0.09505995362997055,0.31656399369239807,3.9403536319732666
00000,330,CameraRGB__00296,LeftRGB__00296,RightRGB__00296,-0.10659249871969223,0.3197680413722992,3.938448905944824
00000,332,CameraRGB__00298,LeftRGB__00298,RightRGB__00298,-0.1067550778388977,0.3181103467941284,3.938992738723755
00000,334,CameraRGB__00300,LeftRGB__00300,RightRGB__00300,-0.13400010764598846,0.3201991617679596,3.938589096069336
00000,336,CameraRGB__00302,LeftRGB__00302,RightRGB__00302,-0.16060428321361542,0.32643669843673706,3.9353697299957275
00000,338,CameraRGB__00304,LeftRGB__00304,RightRGB__00304,-0.18731087446212769,0.32072359323501587,3.9408605098724365
00000,340,CameraRGB__00306,LeftRGB__00306,RightRGB__00306,-0.18565867841243744,0.3111554980278015,3.9447708129882812
00000,342,CameraRGB__00308,LeftRGB__00308,RightRGB__00308,-0.21324022114276886,0.328867107629776,3.9341554641723633
00000,344,CameraRGB__00310,LeftRGB__00310,RightRGB__00310,-0.23672249913215637,0.3354836702346802,3.927485942840576
00000,346,CameraRGB__00312,LeftRGB__00312,RightRGB__00312,-0.2421760857105255,0.31332671642303467,3.943622589111328
00000,348,CameraRGB__00314,LeftRGB__00314,RightRGB__00314,-0.2584952116012573,0.32366251945495605,3.9378414154052734
00000,350,CameraRGB__00316,LeftRGB__00316,RightRGB__00316,-0.2591593861579895,0.3275260329246521,3.9354629516601562
00000,352,CameraRGB__00318,LeftRGB__00318,RightRGB__00318,-0.2654167115688324,0.32393380999565125,3.9405746459960938
00000,354,CameraRGB__00320,LeftRGB__00320,RightRGB__00320,-0.2513234615325928,0.3121134340763092,3.948075771331787
00000,356,CameraRGB__00322,LeftRGB__00322,RightRGB__00322,-0.2499716728925705,0.3140072226524353,3.9452691078186035
00000,358,CameraRGB__00324,LeftRGB__00324,RightRGB__00324,-0.23867247998714447,0.75,3.9407191276550293
00000,360,CameraRGB__00326,LeftRGB__00326,RightRGB__00326,-0.22495833039283752,0.75,4.17914342880249
00000,362,CameraRGB__00328,LeftRGB__00328,RightRGB__00328,-0.20805351436138153,0.75,4.6869025230407715
00000,364,CameraRGB__00330,LeftRGB__00330,RightRGB__00330,-0.18794797360897064,0.43287572264671326,5.24701452255249
00000,366,CameraRGB__00332,LeftRGB__00332,RightRGB__00332,-0.16425560414791107,0.02432580292224884,5.5382256507873535
00000,368,CameraRGB__00334,LeftRGB__00334,RightRGB__00334,-0.1395035684108734,0.3854202926158905,5.2799577713012695
00000,370,CameraRGB__00336,LeftRGB__00336,RightRGB__00336,-0.12245167791843414,0.6545714139938354,5.086057662963867
00000,372,CameraRGB__00338,LeftRGB__00338,RightRGB__00338,-0.09812953323125839,0.4479603171348572,5.235340595245361
00000,374,CameraRGB__00340,LeftRGB__00340,RightRGB__00340,-0.07537993788719177,0.75,5.474822044372559
00000,376,CameraRGB__00342,LeftRGB__00342,RightRGB__00342,-0.05892031267285347,0.75,5.973049163818359
00000,378,CameraRGB__00344,LeftRGB__00344,RightRGB__00344,-0.04373085871338844,0.0,6.3043975830078125
00000,380,CameraRGB__00346,LeftRGB__00346,RightRGB__00346,-0.026825355365872383,0.0,5.355872631072998
00000,382,CameraRGB__00348,LeftRGB__00348,RightRGB__00348,-0.017253676429390907,0.0,4.604660987854004
00000,384,CameraRGB__00350,LeftRGB__00350,RightRGB__00350,-0.009837498888373375,0.3951731026172638,4.164618968963623
00000,386,CameraRGB__00352,LeftRGB__00352,RightRGB__00352,-0.0038392425049096346,0.3416387140750885,4.081809043884277
00000,388,CameraRGB__00354,LeftRGB__00354,RightRGB__00354,0.0007611623150296509,0.1547144055366516,4.097662448883057
00000,390,CameraRGB__00356,LeftRGB__00356,RightRGB__00356,0.004125926177948713,0.1906760185956955,3.9543769359588623
00000,392,CameraRGB__00358,LeftRGB__00358,RightRGB__00358,0.01979362964630127,0.2568889260292053,3.7940852642059326
00000,394,CameraRGB__00360,LeftRGB__00360,RightRGB__00360,0.017607398331165314,0.2312459498643875,3.7039296627044678
00000,396,CameraRGB__00362,LeftRGB__00362,RightRGB__00362,0.015199637040495872,0.20154932141304016,3.618572235107422
00000,398,CameraRGB__00364,LeftRGB__00364,RightRGB__00364,0.01344323717057705,0.2079048454761505,3.509626626968384
00000,400,CameraRGB__00366,LeftRGB__00366,RightRGB__00366,0.011981579475104809,0.21301184594631195,3.4051170349121094
00000,402,CameraRGB__00368,LeftRGB__00368,RightRGB__00368,0.010541616007685661,0.20492762327194214,3.313429594039917
00000,404,CameraRGB__00370,LeftRGB__00370,RightRGB__00370,0.009327487088739872,0.19777706265449524,3.223268985748291
00000,406,CameraRGB__00372,LeftRGB__00372,RightRGB__00372,0.008320312015712261,0.19583000242710114,3.1320598125457764
00000,408,CameraRGB__00374,LeftRGB__00374,RightRGB__00374,0.007485551759600639,0.19435803592205048,3.044254779815674
00000,410,CameraRGB__00376,LeftRGB__00376,RightRGB__00376,0.006794199347496033,0.18840299546718597,2.9608962535858154
00000,412,CameraRGB__00378,LeftRGB__00378,RightRGB__00378,0.006220733281224966,0.18341653048992157,2.878526210784912
00000,414,CameraRGB__00380,LeftRGB__00380,RightRGB__00380,0.006022143177688122,0.1829063445329666,2.7976739406585693
00000,416,CameraRGB__00382,LeftRGB__00382,RightRGB__00382,0.0011819710489362478,0.0,2.720752477645874
00000,418,CameraRGB__00384,LeftRGB__00384,RightRGB__00384,0.002928771311417222,0.0,2.010200262069702
00000,420,CameraRGB__00386,LeftRGB__00386,RightRGB__00386,0.0032810678239911795,0.0,1.7970633506774902
00000,422,CameraRGB__00388,LeftRGB__00388,RightRGB__00388,0.0036176445428282022,0.0,1.625038981437683
00000,424,CameraRGB__00390,LeftRGB__00390,RightRGB__00390,0.003939972724765539,0.0,1.4691898822784424
00000,426,CameraRGB__00392,LeftRGB__00392,RightRGB__00392,0.0042525604367256165,0.13847312331199646,1.3396060466766357
00000,428,CameraRGB__00394,LeftRGB__00394,RightRGB__00394,0.004004681948572397,0.1718398481607437,1.2945847511291504
00000,430,CameraRGB__00396,LeftRGB__00396,RightRGB__00396,0.004344629123806953,0.12293253093957901,1.3101093769073486
00000,432,CameraRGB__00398,LeftRGB__00398,RightRGB__00398,0.004092213232070208,0.10987315326929092,1.2991284132003784
00000,434,CameraRGB__00400,LeftRGB__00400,RightRGB__00400,0.0038593304343521595,0.1222381740808487,1.2695950269699097
00000,436,CameraRGB__00402,LeftRGB__00402,RightRGB__00402,0.004194345790892839,0.12623149156570435,1.2473374605178833
00000,438,CameraRGB__00404,LeftRGB__00404,RightRGB__00404,0.004485534969717264,0.1212800145149231,1.231811761856079
00000,440,CameraRGB__00406,LeftRGB__00406,RightRGB__00406,0.004241917748004198,0.1200835108757019,1.2147828340530396
00000,442,CameraRGB__00408,LeftRGB__00408,RightRGB__00408,0.004015769809484482,0.12712028622627258,1.196415901184082
00000,444,CameraRGB__00410,LeftRGB__00410,RightRGB__00410,0.004318016115576029,0.13347813487052917,1.184114694595337
00000,446,CameraRGB__00412,LeftRGB__00412,RightRGB__00412,0.004591029137372971,0.130492702126503,1.1794601678848267
00000,448,CameraRGB__00414,LeftRGB__00414,RightRGB__00414,0.0043519893661141396,0.12721377611160278,1.1740913391113281
00000,450,CameraRGB__00416,LeftRGB__00416,RightRGB__00416,0.004127438645809889,0.12824855744838715,1.1664786338806152
00000,452,CameraRGB__00418,LeftRGB__00418,RightRGB__00418,0.004379897844046354,0.1280706226825714,1.1594523191452026
00000,454,CameraRGB__00420,LeftRGB__00420,RightRGB__00420,0.004155914299190044,0.12829463183879852,1.1528507471084595
00000,456,CameraRGB__00422,LeftRGB__00422,RightRGB__00422,0.003946957644075155,0.12713555991649628,1.1464399099349976
00000,458,CameraRGB__00424,LeftRGB__00424,RightRGB__00424,0.0037507088854908943,0.1280740648508072,1.1400930881500244
00000,460,CameraRGB__00426,LeftRGB__00426,RightRGB__00426,0.004031182266771793,0.12657535076141357,1.1342978477478027
00000,462,CameraRGB__00428,LeftRGB__00428,RightRGB__00428,0.0038336915895342827,0.12672343850135803,1.1275674104690552
00000,464,CameraRGB__00430,LeftRGB__00430,RightRGB__00430,0.0036477120593190193,0.12718892097473145,1.1212881803512573
00000,466,CameraRGB__00432,LeftRGB__00432,RightRGB__00432,0.003909032791852951,0.12672601640224457,1.1157763004302979
00000,468,CameraRGB__00434,LeftRGB__00434,RightRGB__00434,0.0037219945807009935,0.12571434676647186,1.1100608110427856
00000,470,CameraRGB__00436,LeftRGB__00436,RightRGB__00436,0.003925852011889219,0.12573236227035522,1.1040810346603394
00000,472,CameraRGB__00438,LeftRGB__00438,RightRGB__00438,0.0037394706159830093,0.12818284332752228,1.0983068943023682
00000,474,CameraRGB__00440,LeftRGB__00440,RightRGB__00440,0.0035633621737360954,0.1269395798444748,1.0938117504119873
00000,476,CameraRGB__00442,LeftRGB__00442,RightRGB__00442,0.0037404238246381283,0.12522555887699127,1.0895665884017944
00000,478,CameraRGB__00444,LeftRGB__00444,RightRGB__00444,0.00386653165332973,0.1236594170331955,1.084197998046875
00000,480,CameraRGB__00446,LeftRGB__00446,RightRGB__00446,0.0036863298155367374,0.12390424311161041,1.0774248838424683
00000,482,CameraRGB__00448,LeftRGB__00448,RightRGB__00448,0.0038899618666619062,0.12642714381217957,1.0717134475708008
00000,484,CameraRGB__00450,LeftRGB__00450,RightRGB__00450,0.0037113414146006107,0.12258046865463257,1.0677428245544434
00000,486,CameraRGB__00452,LeftRGB__00452,RightRGB__00452,0.004882792942225933,0.12357023358345032,1.0617470741271973
00000,488,CameraRGB__00454,LeftRGB__00454,RightRGB__00454,0.005159700755029917,0.12446437776088715,1.0561333894729614
00000,490,CameraRGB__00456,LeftRGB__00456,RightRGB__00456,0.00491857947781682,0.12324544042348862,1.05135178565979
00000,492,CameraRGB__00458,LeftRGB__00458,RightRGB__00458,0.005067827180027962,0.12290222942829132,1.0463757514953613
00000,494,CameraRGB__00460,LeftRGB__00460,RightRGB__00460,0.005097999703139067,0.1242048591375351,1.041320562362671
00000,496,CameraRGB__00462,LeftRGB__00462,RightRGB__00462,0.00485991919413209,0.12319350242614746,1.0367240905761719
